case_id,src_dir,status,steps_count,timestamp,case_size,is_priority,is_excluded,split
django__django-11734_20260112180511,../datasets/raw/adk_swe/fail/django__django-11734_20260112180511,fail,54,20260112180511,30704181,False,False,train
django__django-13516_20260114154022,../datasets/raw/adk_swe/fail/django__django-13516_20260114154022,fail,54,20260114154022,31057722,False,False,train
django__django-13023_20260113073957,../datasets/raw/adk_swe/fail/django__django-13023_20260113073957,fail,55,20260113073957,52134779,False,False,train
django__django-12754_20260113070235,../datasets/raw/adk_swe/fail/django__django-12754_20260113070235,fail,56,20260113070235,41538325,False,False,train
django__django-11820_20260112185612,../datasets/raw/adk_swe/fail/django__django-11820_20260112185612,fail,57,20260112185612,63977443,False,False,train
django__django-13343_20260114100938,../datasets/raw/adk_swe/fail/django__django-13343_20260114100938,fail,58,20260114100938,36021027,False,False,train
django__django-12406_20260113062553,../datasets/raw/adk_swe/fail/django__django-12406_20260113062553,fail,58,20260113062553,53736720,False,False,train
django__django-13128_20260113085307,../datasets/raw/adk_swe/fail/django__django-13128_20260113085307,fail,59,20260113085307,41324010,False,False,train
django__django-13112_20260113085302,../datasets/raw/adk_swe/fail/django__django-13112_20260113085302,fail,60,20260113085302,34080889,False,False,train
django__django-12193_20260113055142,../datasets/raw/adk_swe/fail/django__django-12193_20260113055142,fail,60,20260113055142,50136616,False,False,train
astropy__astropy-8872_20260112083219,../datasets/raw/adk_swe/fail/astropy__astropy-8872_20260112083219,fail,60,20260112083219,51224820,False,False,train
astropy__astropy-14182_20260112060453,../datasets/raw/adk_swe/fail/astropy__astropy-14182_20260112060453,fail,62,20260112060453,28654033,False,False,train
django__django-12273_20260113055458,../datasets/raw/adk_swe/fail/django__django-12273_20260113055458,fail,62,20260113055458,60849092,False,False,train
django__django-14011_20260114181150,../datasets/raw/adk_swe/fail/django__django-14011_20260114181150,fail,63,20260114181150,85468628,False,False,train
django__django-13513_20260114153604,../datasets/raw/adk_swe/fail/django__django-13513_20260114153604,fail,68,20260114153604,55310169,False,False,train
astropy__astropy-13398_20260112042305,../datasets/raw/adk_swe/fail/astropy__astropy-13398_20260112042305,fail,68,20260112042305,63727585,False,False,train
django__django-13195_20260114114303,../datasets/raw/adk_swe/fail/django__django-13195_20260114114303,fail,69,20260114114303,49823950,False,False,train
django__django-13344_20260114102117,../datasets/raw/adk_swe/fail/django__django-13344_20260114102117,fail,71,20260114102117,67775807,False,False,train
django__django-12325_20260113061212,../datasets/raw/adk_swe/fail/django__django-12325_20260113061212,fail,78,20260113061212,60624583,False,False,train
django__django-11433_20260112151032,../datasets/raw/adk_swe/fail/django__django-11433_20260112151032,fail,78,20260112151032,121909298,False,False,train
django__django-12858_20260114051533,../datasets/raw/adk_swe/fail/django__django-12858_20260114051533,fail,79,20260114051533,137276128,True,False,train
django__django-11265_20260112130121,../datasets/raw/adk_swe/fail/django__django-11265_20260112130121,fail,94,20260112130121,79467737,False,False,train
django__django-11885_20260112230954,../datasets/raw/adk_swe/fail/django__django-11885_20260112230954,fail,97,20260112230954,80944403,False,False,train
astropy__astropy-12907_20260113090203,../datasets/raw/adk_swe/success/astropy__astropy-12907_20260113090203,success,20,20260113090203,4264774,True,False,train
astropy__astropy-7671_20260113091510,../datasets/raw/adk_swe/success/astropy__astropy-7671_20260113091510,success,25,20260113091510,9503649,True,False,train
django__django-11603_20260113101232,../datasets/raw/adk_swe/success/django__django-11603_20260113101232,success,31,20260113101232,8388842,True,False,train
astropy__astropy-13453_20260112043914,../datasets/raw/adk_swe/success/astropy__astropy-13453_20260112043914,success,31,20260112043914,25036855,False,False,train
django__django-12276_20260113104700,../datasets/raw/adk_swe/success/django__django-12276_20260113104700,success,33,20260113104700,17804138,True,False,train
astropy__astropy-14309_20260113090246,../datasets/raw/adk_swe/success/astropy__astropy-14309_20260113090246,success,35,20260113090246,12377112,True,False,train
astropy__astropy-7606_20260113091040,../datasets/raw/adk_swe/success/astropy__astropy-7606_20260113091040,success,38,20260113091040,7807737,True,False,train
django__django-12741_20260113105516,../datasets/raw/adk_swe/success/django__django-12741_20260113105516,success,38,20260113105516,19107829,True,False,train
django__django-11551_20260113100453,../datasets/raw/adk_swe/success/django__django-11551_20260113100453,success,38,20260113100453,27088008,True,False,train
django__django-12965_20260113072141,../datasets/raw/adk_swe/success/django__django-12965_20260113072141,success,39,20260113072141,51946575,False,False,train
django__django-13028_20260113074756,../datasets/raw/adk_swe/success/django__django-13028_20260113074756,success,40,20260113074756,46883623,False,False,train
django__django-11133_20260113093836,../datasets/raw/adk_swe/success/django__django-11133_20260113093836,success,42,20260113093836,16622061,True,False,train
django__django-11451_20260113100137,../datasets/raw/adk_swe/success/django__django-11451_20260113100137,success,42,20260113100137,19942075,True,False,train
django__django-12713_20260113105121,../datasets/raw/adk_swe/success/django__django-12713_20260113105121,success,44,20260113105121,40087742,True,False,train
astropy__astropy-7336_20260113090914,../datasets/raw/adk_swe/success/astropy__astropy-7336_20260113090914,success,45,20260113090914,15909538,True,False,train
django__django-12039_20260113102523,../datasets/raw/adk_swe/success/django__django-12039_20260113102523,success,45,20260113102523,34681207,True,False,train
django__django-13109_20260113110148,../datasets/raw/adk_swe/success/django__django-13109_20260113110148,success,49,20260113110148,23911974,True,False,train
astropy__astropy-13579_20260112044534,../datasets/raw/adk_swe/success/astropy__astropy-13579_20260112044534,success,51,20260112044534,23763305,False,False,train
django__django-11555_20260112163000,../datasets/raw/adk_swe/success/django__django-11555_20260112163000,success,52,20260112163000,51409137,False,False,train
django__django-11211_20260112124550,../datasets/raw/adk_swe/success/django__django-11211_20260112124550,success,53,20260112124550,24260533,False,False,train
django__django-12050_20260113102856,../datasets/raw/adk_swe/success/django__django-12050_20260113102856,success,54,20260113102856,54617929,True,False,train
django__django-11299_20260112133430,../datasets/raw/adk_swe/success/django__django-11299_20260112133430,success,54,20260112133430,26841489,False,False,train
django__django-11179_20260113094715,../datasets/raw/adk_swe/success/django__django-11179_20260113094715,success,55,20260113094715,17825793,True,False,train
django__django-11095_20260113092642,../datasets/raw/adk_swe/success/django__django-11095_20260113092642,success,55,20260113092642,19903203,True,False,train
django__django-12708_20260113085257,../datasets/raw/adk_swe/success/django__django-12708_20260113085257,success,57,20260113085257,33403457,False,False,train
django__django-12155_20260113103816,../datasets/raw/adk_swe/success/django__django-12155_20260113103816,success,58,20260113103816,27117444,True,False,train
django__django-10880_20260113091510,../datasets/raw/adk_swe/success/django__django-10880_20260113091510,success,60,20260113091510,30404076,True,False,train
django__django-11163_20260113094635,../datasets/raw/adk_swe/success/django__django-11163_20260113094635,success,60,20260113094635,65678552,True,False,train
django__django-11740_20260112181351,../datasets/raw/adk_swe/success/django__django-11740_20260112181351,success,61,20260112181351,33844275,False,False,train
django__django-11490_20260112160016,../datasets/raw/adk_swe/success/django__django-11490_20260112160016,success,64,20260112160016,27658885,False,False,train
django__django-12774_20260113071320,../datasets/raw/adk_swe/success/django__django-12774_20260113071320,success,64,20260113071320,73353613,False,False,train
astropy__astropy-14508_20260112062607,../datasets/raw/adk_swe/success/astropy__astropy-14508_20260112062607,success,66,20260112062607,29791006,False,False,train
django__django-13089_20260113110138,../datasets/raw/adk_swe/success/django__django-13089_20260113110138,success,68,20260113110138,34536730,True,False,train
django__django-12663_20260113085252,../datasets/raw/adk_swe/success/django__django-12663_20260113085252,success,72,20260113085252,67797239,False,False,train
django__django-11532_20260112161401,../datasets/raw/adk_swe/success/django__django-11532_20260112161401,success,75,20260112161401,33885008,False,False,train
django__django-11749_20260112182738,../datasets/raw/adk_swe/success/django__django-11749_20260112182738,success,76,20260112182738,58042173,False,False,train
django__django-11999_20260113053906,../datasets/raw/adk_swe/success/django__django-11999_20260113053906,success,76,20260113053906,77852376,False,False,train
django__django-11206_20260112123048,../datasets/raw/adk_swe/success/django__django-11206_20260112123048,success,79,20260112123048,39888254,False,False,train
django__django-11099_20260113092704,../datasets/raw/adk_swe/success/django__django-11099_20260113092704,success,87,20260113092704,56539220,True,False,train
django__django-13012_20260113072826,../datasets/raw/adk_swe/success/django__django-13012_20260113072826,success,93,20260113072826,54745975,False,False,train
django__django-11239_20260112125546,../datasets/raw/adk_swe/fail/django__django-11239_20260112125546,fail,28,20260112125546,7693484,False,False,test
django__django-11087_20260112105010,../datasets/raw/adk_swe/fail/django__django-11087_20260112105010,fail,34,20260112105010,14388638,False,False,test
django__django-10999_20260112104117,../datasets/raw/adk_swe/fail/django__django-10999_20260112104117,fail,40,20260112104117,12400503,False,False,test
django__django-11149_20260112121940,../datasets/raw/adk_swe/fail/django__django-11149_20260112121940,fail,48,20260112121940,44487987,False,False,test
astropy__astropy-14369_20260112061726,../datasets/raw/adk_swe/fail/astropy__astropy-14369_20260112061726,fail,54,20260112061726,28324500,False,False,test
django__django-10554_20260112102841,../datasets/raw/adk_swe/fail/django__django-10554_20260112102841,fail,57,20260112102841,55793180,False,False,test
django__django-11477_20260112153948,../datasets/raw/adk_swe/fail/django__django-11477_20260112153948,fail,60,20260112153948,33425701,False,False,test
django__django-11138_20260112105816,../datasets/raw/adk_swe/fail/django__django-11138_20260112105816,fail,63,20260112105816,51732431,False,False,test
django__django-11790_20260112184539,../datasets/raw/adk_swe/fail/django__django-11790_20260112184539,fail,71,20260112184539,36758237,False,False,test
django__django-13794_20260114164456,../datasets/raw/adk_swe/fail/django__django-13794_20260114164456,fail,94,20260114164456,72297304,False,False,test
astropy__astropy-14995_20260113090429,../datasets/raw/adk_swe/success/astropy__astropy-14995_20260113090429,success,29,20260113090429,13691046,True,False,test
django__django-11276_20260113095738,../datasets/raw/adk_swe/success/django__django-11276_20260113095738,success,37,20260113095738,14453925,True,False,test
django__django-12209_20260113104054,../datasets/raw/adk_swe/success/django__django-12209_20260113104054,success,40,20260113104054,12963214,True,False,test
django__django-10914_20260113091542,../datasets/raw/adk_swe/success/django__django-10914_20260113091542,success,44,20260113091542,14959076,True,False,test
django__django-11333_20260112134712,../datasets/raw/adk_swe/success/django__django-11333_20260112134712,success,52,20260112134712,28230181,False,False,test
django__django-11119_20260113093515,../datasets/raw/adk_swe/success/django__django-11119_20260113093515,success,54,20260113093515,35690803,True,False,test
django__django-11880_20260113101659,../datasets/raw/adk_swe/success/django__django-11880_20260113101659,success,59,20260113101659,26540879,True,False,test
django__django-12419_20260113104914,../datasets/raw/adk_swe/success/django__django-12419_20260113104914,success,64,20260113104914,38610828,True,False,test
django__django-11951_20260113101843,../datasets/raw/adk_swe/success/django__django-11951_20260113101843,success,72,20260113101843,53363380,True,False,test
django__django-11964_20260113020813,../datasets/raw/adk_swe/success/django__django-11964_20260113020813,success,80,20260113020813,89161993,False,False,test
